CLIENT INDUSTRY,CLIENT OTHER INDUSTRY,CLIENT NAME
Health/ Medical / Hospital,,Pickering and Associates (FKA VanGuard Health Systems)
Health/ Medical / Hospital,,"PILSEN LITTLE VILLAGE COMMUNITY MENTAL HEALTH CENTER, INC."
Health/ Medical / Hospital,,Presence Health
Health/ Medical / Hospital,,Presence Health System
Health/ Medical / Hospital,,Professional Pharmacy Management LLC
Health/ Medical / Hospital,,Provena - Resurrection Health Network
Health/ Medical / Hospital,,Rehabilitation Institute of Chicago
Health/ Medical / Hospital,,"Reilly, Pat"
Health/ Medical / Hospital,,Respiratory Health Association
Health/ Medical / Hospital,,Respiratory Health Association Metropolitan Chicago
Health/ Medical / Hospital,,Respiratory Health Association of Metropolitan Chicago
Health/ Medical / Hospital,,Resurrection Health Care
Health/ Medical / Hospital,,Resurrection Medical Center
Health/ Medical / Hospital,,"Rising Medical Solutions, Inc."
Health/ Medical / Hospital,,Rosecrance Health Network
Health/ Medical / Hospital,,Rush University Medical Center
Health/ Medical / Hospital,,Saint Anthony Hospital
Health/ Medical / Hospital,,Sinai Health System
Health/ Medical / Hospital,,Smith and Wells LLC
Health/ Medical / Hospital,,St. Anthony Hospital
Health/ Medical / Hospital,,Sunrise Detox
Health/ Medical / Hospital,,"Superior Air-Ground Ambulance Service, Inc"
Health/ Medical / Hospital,,Swedish Covenant Hospital
Health/ Medical / Hospital,,Sylvia Wellness Institute
Health/ Medical / Hospital,,"The D.A.S. Group, LLC"
Health/ Medical / Hospital,,Treatment Alternatives for Safe Communities (TASC)
Health/ Medical / Hospital,,Tropical Optical
Health/ Medical / Hospital,,Tropical Optical Company
Health/ Medical / Hospital,,UCAN
Health/ Medical / Hospital,,University of Chicago
Health/ Medical / Hospital,,University of Chicago Hospitals
Health/ Medical / Hospital,,University of Chicago Medical Center
Health/ Medical / Hospital,,Vanguard Health Systems
Health/ Medical / Hospital,,Yousef & Edie Davis
HOSPITALITY / RESTAURANT,,"11 South LaSalle Hotel Partners, LLC"
HOSPITALITY / RESTAURANT,,1215-25 W 18th (Chicago) LLC
HOSPITALITY / RESTAURANT,,320 South Michigan Restaurant LLC
HOSPITALITY / RESTAURANT,,3939 JAM Ventures LLC
HOSPITALITY / RESTAURANT,,6060 N. Northwest Hwy LLC
HOSPITALITY / RESTAURANT,,"AIRAM, Inc d/b/a Nana Organic Restaurant"
HOSPITALITY / RESTAURANT,,Airbnb
HOSPITALITY / RESTAURANT,,"Airbnb, Inc."
HOSPITALITY / RESTAURANT,,"ALDI, Inc., an Illinois corporation"
HOSPITALITY / RESTAURANT,,American Hotel & Lodging Association
HOSPITALITY / RESTAURANT,,A New Leaf
HOSPITALITY / RESTAURANT,,Aramark
HOSPITALITY / RESTAURANT,,"Areas USA, Inc."
HOSPITALITY / RESTAURANT,,"Areas USA ORD, LLC."
HOSPITALITY / RESTAURANT,,Argo Tea
HOSPITALITY / RESTAURANT,,"Atira Hotels, LLC"
HOSPITALITY / RESTAURANT,,"Begyle Brewing, LLC"
HOSPITALITY / RESTAURANT,,Berghoff Catering & Restaurant Group
HOSPITALITY / RESTAURANT,,BERGHOFF RESTAURANT COMPANY OF DELAWARE
HOSPITALITY / RESTAURANT,,"Beyond the Ivy, Inc"
HOSPITALITY / RESTAURANT,,BJB Partners
HOSPITALITY / RESTAURANT,,Boston Market Corporation
HOSPITALITY / RESTAURANT,,Cai Restaurant
HOSPITALITY / RESTAURANT,,Calihan Catering
HOSPITALITY / RESTAURANT,,Chesapeake Hotel Limited Partnership
HOSPITALITY / RESTAURANT,,Chicago Chop Shop LLC
HOSPITALITY / RESTAURANT,,Chicago Rooftop LLC/ Schlenko Inc
HOSPITALITY / RESTAURANT,,"Chicago Tap House, Inc."
HOSPITALITY / RESTAURANT,,Chica Loca LLC
HOSPITALITY / RESTAURANT,,"Chick-fil-A, Inc."
HOSPITALITY / RESTAURANT,,City Winery
HOSPITALITY / RESTAURANT,,Concessions International LLC
HOSPITALITY / RESTAURANT,,Constellation Brands Beer Division
HOSPITALITY / RESTAURANT,,Crooked Fork Brewery
HOSPITALITY / RESTAURANT,,Delaware North Companies
HOSPITALITY / RESTAURANT,,Delaware North Travel Hospitality Service
HOSPITALITY / RESTAURANT,,Diageo NA
HOSPITALITY / RESTAURANT,,Ditka's Restaurant
HOSPITALITY / RESTAURANT,,Doc B's Restaurant LLC
HOSPITALITY / RESTAURANT,,Eataly USA LLC
HOSPITALITY / RESTAURANT,,Edgewater Medical Center
HOSPITALITY / RESTAURANT,,"Efferquest, LLC"
HOSPITALITY / RESTAURANT,,"El Azteca, Inc."
HOSPITALITY / RESTAURANT,,English Inc.
HOSPITALITY / RESTAURANT,,"Euro Star Cafe, Inc"
HOSPITALITY / RESTAURANT,,Evening Entertainment Group
HOSPITALITY / RESTAURANT,,"Expedia, Inc."
HOSPITALITY / RESTAURANT,,"Fakhoury, Khaldoun"
HOSPITALITY / RESTAURANT,,Feld Entertainment
HOSPITALITY / RESTAURANT,,"Fireplace Inns, Inc"
HOSPITALITY / RESTAURANT,,Fletcher Lofts LLC
HOSPITALITY / RESTAURANT,,Flying Food Concessions LLC
HOSPITALITY / RESTAURANT,,Flying Retail
HOSPITALITY / RESTAURANT,,Gategroup Americas
HOSPITALITY / RESTAURANT,,Georgio's on Division
HOSPITALITY / RESTAURANT,,Georgios Pizza
HOSPITALITY / RESTAURANT,,Gibsons Restaurant Group
HOSPITALITY / RESTAURANT,,Glaze Teriyaki
HOSPITALITY / RESTAURANT,,"Heartland Cafe, LLC"
HOSPITALITY / RESTAURANT,,Herbert Hedgeman
HOSPITALITY / RESTAURANT,,Hilton Worldwide
HOSPITALITY / RESTAURANT,,Hojeij Branded Foods
HOSPITALITY / RESTAURANT,,Hospitality Business Assoc of Chicago
HOSPITALITY / RESTAURANT,,Hot Pepper Entertainment
HOSPITALITY / RESTAURANT,,Hubbard Inn LLC
HOSPITALITY / RESTAURANT,,Illinois Beverage Association
HOSPITALITY / RESTAURANT,,Illinois Hotel and Lodging Association
HOSPITALITY / RESTAURANT,,Illinois Restaurant Association
HOSPITALITY / RESTAURANT,,"Ivanova, Sonia"
HOSPITALITY / RESTAURANT,,J & K Seafood Inc.
HOSPITALITY / RESTAURANT,,Keith Allen
HOSPITALITY / RESTAURANT,,KHP Hotel Holding LLC
HOSPITALITY / RESTAURANT,,"K & K Coffee, LLC"
HOSPITALITY / RESTAURANT,,La Fournette
HOSPITALITY / RESTAURANT,,Lake Park Entertainment LLC
HOSPITALITY / RESTAURANT,,"Land and Sea Department, LLC"
HOSPITALITY / RESTAURANT,,La Vita Inc.
HOSPITALITY / RESTAURANT,,Lawrences' Fisheries Inc
HOSPITALITY / RESTAURANT,,LC Hotel LLC
HOSPITALITY / RESTAURANT,,"Lettuce Entertain You Enterprises, Inc."
HOSPITALITY / RESTAURANT,,"LOMA Management Services, LLC"
HOSPITALITY / RESTAURANT,,Lombardar Corp
HOSPITALITY / RESTAURANT,,"Lou Mitchell's Express, Inc"
HOSPITALITY / RESTAURANT,,L.V.M. Corporation
HOSPITALITY / RESTAURANT,,LYFE KITCHEN
HOSPITALITY / RESTAURANT,,Mather Lifeways Community Initiative
HOSPITALITY / RESTAURANT,,Maxim's Chicago Restaurant Partners
HOSPITALITY / RESTAURANT,,Mc Donald's Corp.
HOSPITALITY / RESTAURANT,,McDonald's Corp.
HOSPITALITY / RESTAURANT,,McDonald's Corporation
HOSPITALITY / RESTAURANT,,MCDONALD'S CORPORATION
HOSPITALITY / RESTAURANT,,McMahon Food Corporation
HOSPITALITY / RESTAURANT,,medusa USA LLC
HOSPITALITY / RESTAURANT,,Mercury Cruiselines
HOSPITALITY / RESTAURANT,,Mid City Liquor
HOSPITALITY / RESTAURANT,,"Millennium Park Plaza, LLC"
HOSPITALITY / RESTAURANT,,"Mobility Innovation, Inc."
HOSPITALITY / RESTAURANT,,"MOTRK, Inc."
HOSPITALITY / RESTAURANT,,Noam LLC
HOSPITALITY / RESTAURANT,,Noodles & Co.
HOSPITALITY / RESTAURANT,,"NorthAmerican Concessions, Inc"
HOSPITALITY / RESTAURANT,,"Oon Ventures, LLC "
HOSPITALITY / RESTAURANT,,OTG
HOSPITALITY / RESTAURANT,,Oyster Pail LLC 
HOSPITALITY / RESTAURANT,,"Pacific Chicago, LLC"
HOSPITALITY / RESTAURANT,,"PANDIX GROUP, LLC C/O ROB DIXON"
HOSPITALITY / RESTAURANT,,Paradies Shops
HOSPITALITY / RESTAURANT,,"Park Tavern Hyde Park, LLC "
HOSPITALITY / RESTAURANT,,Peninsula Chicago
HOSPITALITY / RESTAURANT,,Peninsula Hotel
HOSPITALITY / RESTAURANT,,"Pfizer, Inc."
HOSPITALITY / RESTAURANT,,"Phil Stefani Signature Events, LLC"
HOSPITALITY / RESTAURANT,,"PMA McD, Inc."
HOSPITALITY / RESTAURANT,,"Poonja, Ali & Faisal"
HOSPITALITY / RESTAURANT,,Portillo Restaurant Group
HOSPITALITY / RESTAURANT,,"Portillo's Hot Dogs, LLC"
HOSPITALITY / RESTAURANT,,Potbelly Sandwich Works
HOSPITALITY / RESTAURANT,,Primebar LLC
HOSPITALITY / RESTAURANT,,Prime Group
HOSPITALITY / RESTAURANT,,Punch Bowl Chicago LLC
HOSPITALITY / RESTAURANT,,"Quezado, Robert / Portage Ground Company"
HOSPITALITY / RESTAURANT,,Rebel Hospitality
HOSPITALITY / RESTAURANT,,Red Bull North America
HOSPITALITY / RESTAURANT,,Room 1520
HOSPITALITY / RESTAURANT,,"Rosebud Restaurants, Inc."
HOSPITALITY / RESTAURANT,,"Rosenzweig, Russ W"
HOSPITALITY / RESTAURANT,,Saint Anthony Hospital
HOSPITALITY / RESTAURANT,,Samco Enterprises
HOSPITALITY / RESTAURANT,,"Santa Fe Chicken of Chicago, Inc"
HOSPITALITY / RESTAURANT,,S. Levy Foods
HOSPITALITY / RESTAURANT,,Smart Hotels LLC
HOSPITALITY / RESTAURANT,,"Smart Hotels/ Olympia Chicago, LLC"
HOSPITALITY / RESTAURANT,,Smart Hotels/Olympia Chicago LLC
HOSPITALITY / RESTAURANT,,SMG
HOSPITALITY / RESTAURANT,,Smith and Wells LLC
HOSPITALITY / RESTAURANT,,Solano De C arrier
HOSPITALITY / RESTAURANT,,"South Riverside Building, LLC "
HOSPITALITY / RESTAURANT,,SR HAC
HOSPITALITY / RESTAURANT,,SRO Operating Company LLC
HOSPITALITY / RESTAURANT,,"SSP America, Inc."
HOSPITALITY / RESTAURANT,,Stanley's LLC
HOSPITALITY / RESTAURANT,,Starbucks Corp.
HOSPITALITY / RESTAURANT,,"Strategic Hotel Capital, Inc."
HOSPITALITY / RESTAURANT,,"Superdawg Drive-In, Inc."
HOSPITALITY / RESTAURANT,,"The Grove, Inc"
HOSPITALITY / RESTAURANT,,The Stop
HOSPITALITY / RESTAURANT,,"Tria Sorelle Group, Inc."
HOSPITALITY / RESTAURANT,,"Vapiano International, LLC"
HOSPITALITY / RESTAURANT,,"Vestian Group, Inc"
HOSPITALITY / RESTAURANT,,"Vidakovic, Rado"
HOSPITALITY / RESTAURANT,,Villa Capital Managers LLC
HOSPITALITY / RESTAURANT,,Wells Street Restaurant
HOSPITALITY / RESTAURANT,,Wendy's Company
HOSPITALITY / RESTAURANT,,Wendy's Old Fashioned Hamburgers
HOSPITALITY / RESTAURANT,,"Westfield Concession Management, Inc."
HOSPITALITY / RESTAURANT,,Whirly Ball 
HOSPITALITY / RESTAURANT,,"White Castle System, Inc."
HOSPITALITY / RESTAURANT,,Wimpco Inc
HOSPITALITY / RESTAURANT,,Wine and Spirit Distributors of IL (WSDI)
HOSPITALITY / RESTAURANT,,Wrigley Rooftop Management Corp
HOSPITALITY / RESTAURANT,,Wrigley Rooftops
HOSPITALITY / RESTAURANT,,Wrigleyville Rooftop Association
INDIVIDUAL,,1010 Lakeshore Association
INDIVIDUAL,,1070 Granville LLC
INDIVIDUAL,,AAD Associates 
INDIVIDUAL,,Arthur P. Wheatley
INDIVIDUAL,,"Becker, Lisa Fohrman & Marc"
INDIVIDUAL,," Benedetto, Tony"
INDIVIDUAL,,"Benson, Gerry"
INDIVIDUAL,,"Berry, Alan and Nancy"
INDIVIDUAL,,Brad Begle
INDIVIDUAL,,"Brand, John"
INDIVIDUAL,,Brian A. Lindstrom
INDIVIDUAL,,"Brown, Anna"
INDIVIDUAL,,"Capitanini, Ray"
INDIVIDUAL,,Chicago Self Storage
INDIVIDUAL,,"Choi, Jean & Zaldivar, Peter"
INDIVIDUAL,,"Cooper, Adam and Melanee"
INDIVIDUAL,,Dan Cristian
INDIVIDUAL,,Dan Domont
INDIVIDUAL,,Darko Tesanovic
INDIVIDUAL,,David Cheplowitz
INDIVIDUAL,,Deke Pappas
INDIVIDUAL,,Dennis Kulak
INDIVIDUAL,,"Doblin, Dr. Bruce"
INDIVIDUAL,,Dominic Murray
INDIVIDUAL,,DRAGOS ALDEA
INDIVIDUAL,,"Dropkin, Eric"
INDIVIDUAL,,Drs. Rana Abraham & Samer Abbas
INDIVIDUAL,,Edward H. Benford
INDIVIDUAL,,Erik Dantzler
INDIVIDUAL,,Estate of Eugenia Cykowski
INDIVIDUAL,,Estate of Lavergne Wilson
INDIVIDUAL,,"Flores, Jenna"
INDIVIDUAL,,Fred Eychaner
INDIVIDUAL,,Frega Family Ltd. Partnership
INDIVIDUAL,,"Geoghegan, Sean"
INDIVIDUAL,,George Jasinski
INDIVIDUAL,,"Gmeperle, David & Rebecca"
INDIVIDUAL,,"Gordon, Marc and Pamela"
INDIVIDUAL,,"Gutierrez, Amalio"
INDIVIDUAL,,"Hardin, Kathy"
INDIVIDUAL,,Harley Goldstein
INDIVIDUAL,," Hess, Jonah"
INDIVIDUAL,,Isaac Levy
INDIVIDUAL,,"Ittelson, Mary"
INDIVIDUAL,,Jackie Smith
INDIVIDUAL,,James & Anna Wisman
INDIVIDUAL,,James Kocsis
INDIVIDUAL,,JEFFREY GRANICH
INDIVIDUAL,,Jim Pullos
INDIVIDUAL,,John V. and Eileen Frega Family Ltd. Partnership
INDIVIDUAL,,Joseph Feldman
INDIVIDUAL,,Jose Popoca
INDIVIDUAL,,Kapil Kumar
INDIVIDUAL,,"Kotler, Bradley and Jennifer"
INDIVIDUAL,,"Krehbiel, Pete"
INDIVIDUAL,,"Kriendler, Greg"
INDIVIDUAL,,Lolita Newell
INDIVIDUAL,,"Marks, Dean & Matina"
INDIVIDUAL,,Matt Forte
INDIVIDUAL,,"McCarron, Dan"
INDIVIDUAL,,"Mendoza, Javier"
INDIVIDUAL,,MICHAEL MEYER
INDIVIDUAL,,"Mora, Antonio"
INDIVIDUAL,,Morgah LLC
INDIVIDUAL,,Mr. Nelson and Mrs. Josephine Salas
INDIVIDUAL,,Naoko Fukushima
INDIVIDUAL,,"Neuman, Brad"
INDIVIDUAL,,Pacella Family
INDIVIDUAL,,"Pan, Gordon & Eva"
INDIVIDUAL,,"Patel, Manoj and Hemali Lalu "
INDIVIDUAL,,"Patterson, Kristina"
INDIVIDUAL,,"Plasencia, Sandra"
INDIVIDUAL,,Pradeep Patel
INDIVIDUAL,,"Quinlan, Michael"
INDIVIDUAL,,"Reiss, Ray"
INDIVIDUAL,,RENEE MEDERNA
INDIVIDUAL,,"Riahi, Mo"
INDIVIDUAL,,Richard Ursitti 
INDIVIDUAL,,Robert Jason Weller
INDIVIDUAL,,"Rozenfeld, Barbara & David"
INDIVIDUAL,,"Rugai, Rob"
INDIVIDUAL,,"Ruiz, Michele and Jesse"
INDIVIDUAL,,"Ryan, Patrick Mr & Mrs"
INDIVIDUAL,,"Rzepczynski, Greg"
INDIVIDUAL,,Scott Waltenburg
INDIVIDUAL,,Sean and Jen O'Scannlain
INDIVIDUAL,,"Solomon, Dawn"
INDIVIDUAL,,"Spainhour, Jon and Mary Kelly"
INDIVIDUAL,,"Sprenger, Josh & Amy"
INDIVIDUAL,,Stanley Orszula and Julie Griffiths
INDIVIDUAL,,Stavros Protofanousis
INDIVIDUAL,,Steven Molo
INDIVIDUAL,,"Szura, Sabina"
INDIVIDUAL,,"Tatosian, Oscar"
INDIVIDUAL,,The Leonis Group
INDIVIDUAL,,TONY LOFRANO
INDIVIDUAL,,Troy Leight
INDIVIDUAL,,"Van Pelt, Richard"
INDIVIDUAL,,"Walsh, Thomas J."
INDIVIDUAL,,WAYNE & MICHAEL SCHNELL
INDIVIDUAL,,"Wendell, Todd"
INDIVIDUAL,,"Wiener, Stephen A. and Corley, Sherry L."
INDIVIDUAL,,"Wigmore, Patrick"
INDIVIDUAL,,William and Stephanie O'Connor
INDIVIDUAL,,"Winstead, PHil"
INDIVIDUAL,," Winter, Sean"
INDIVIDUAL,,"Wisman, James and Anna"
INDIVIDUAL,,Zoran Knezev
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,1-800 Contacts
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,3M Corporation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Adobe Systems, Inc"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,adPOD Media LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"AGB Investigative Services, Inc."
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Allied Telesis, Inc"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Amazon.com
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"American Traffic Solutions, Inc"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Aon Corporation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Apple Inc. 
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Apple, Inc"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,AST Corporation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Avaya, Inc."
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Bluebird Network, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Brycer, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Carahsoft Technology Corp
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,CCH Incorporated/Wolters Kluwer
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,CCH / Wolters Kluwer
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Cellebrite USA, Inc"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Chicago Department of Aviation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Cisco Systems
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,CityBase LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,City of Chicago
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Clarity Partners LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Comcast Corp.
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Crown Castle USA, Inc."
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Cynergy Services
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Dell
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Department of Inovation and Technology
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Digitech Computer Inc
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Directv
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"DirecTV, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Driven Solutions, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Duncan Parking Technologies, Inc."
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Election Systems & Software, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,ELECTRONIC KNOWLEDGE INTERCHANGE
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Elevate Digital
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,EMC Corp
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,EMC Corporation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,ENVISTA
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Excel LEC Lighting
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Fusion Technology Solutions Group, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Honeywell International
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Infor
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,InterPark Incorporated
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Jason Learning
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,KPMG Corporate Finance LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,KPMG LLP
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Law Enforcement Systems, Inc."
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Lua Technologies Inc
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Microsoft Corporation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Microsoft Inc
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,NTT Data
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"NTT DATA, Inc."
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Oracle
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Oracle Inc
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,PASSUR Aerospace Inc
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Pay-Ease P-E Acquisition Holdings LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,PPJ LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Procom Enterprises LTD
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Quantum Crossings LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"R4 Services, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,RCN
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,RSI Inc
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,RTT Mobile Interpretation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Saab Sensis Corporation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,SAS Institute Inc
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Scientific Games International, Inc."
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Senryo Technologies
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Server Farm Realty LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"SF CH I, LLC"
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Synch-Solutions
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,System Development Integration LLC
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Unisys Corp.
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Unisys Corporation
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,U.S. Cost Inc.
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,U.S. Cost Incorporated
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Verizon Wireless
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Verrus Mobile Technologies
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Visual Pro 360
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,WeemsWay Consulting
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,Workday
INFORMATION / TECHNOLOGY PRODUCTS OR SERVICES,,"Xerox State & Local Solutions, Inc."
INSURANCE,,Aetna
INSURANCE,,"Aetna, Inc."
INSURANCE,,Aetna Life Insurance Co
INSURANCE,,Aetna Live Insurance Co
INSURANCE,,Blue Cross %2f Blue Shield
INSURANCE,,Blue Cross/Blue Shield
INSURANCE,,BlueCross BlueShield of Illinois
INSURANCE,,CIGNA
INSURANCE,,Extend Health
INSURANCE,,Humana
INSURANCE,,"Humana, Inc."
INSURANCE,,Nationwide Insurance
INSURANCE,,Old Republic International Corp.
INSURANCE,,OTG
INSURANCE,,State Farm Life Insurance Co.
INSURANCE,,United Healthcare Services
INSURANCE,,USI Insurance Services Corp
LABOR,,AFSCME Council 31
LABOR,,Allied Waste
LABOR,,Chicago Film Studio LLC
LABOR,,"Chicago Ornamental Iron, Inc."
LABOR,,Chicago Regional Council of Carpenters
LABOR,,Chicago Teachers Union
LABOR,,Chicago Teachers Union Foundation
LABOR,,Christy Webber Landscapes
LABOR,,"Heat and Frost Insulators/Asbestos Workers, Local 17"
LABOR,,"Heat & Frost Insulators %2f Asbestos Workers, Local 17"
LABOR,,Heat & Frost Insulators/Abestos Workers Local 17
LABOR,,IIIFFC
LABOR,,Illinois Pipe Trades Advancement & Promotion Program
LABOR,,"Impressions International, Inc. "
LABOR,,"IN, IL, IA Foundation For Fair Contracting"
LABOR,,Katten Muchin Rosenman LLP
LABOR,,Local 881 United Food and Commercial Workers
LABOR,,Local 881United Food and Commercial Workers
LABOR,,Northern IL Fire Sprinkler Advisory Board
LABOR,,Plumbers Local 130 UA
LABOR,,Reliable Asphalt Company
LABOR,,"R.M. Chin & Associates, Inc."
LABOR,,SEIU Health Care IL%2fIN
LABOR,,SEIU Health Care IL/IN
LABOR,,SEIU Healthcare Illinois
LABOR,,SEIU Healthcare Illinois Indiana
LABOR,,SEIU Illinois Council
LABOR,,SEIU Local 1
LABOR,,Teamsters Joint Council 25
LABOR,,Teamsters Joint Council #25
LABOR,,"Theatrical Stage Employees Union, Local 2"
LABOR,,Ujamaa Construction
LABOR,,United Food and Commercial Workers Local 881
LABOR,,United Taxidrivers Community Council
LABOR,,United Taxidrivers Community Council (UTCC)
LABOR,,Unite Here
LABOR,,Unite Here Local 1
LABOR,,UNITEHERE! Local 1
Law/Legal Services,,Amazon
Law/Legal Services,,Arnold Scott Harris PC
Law/Legal Services,,City of Chicago
Law/Legal Services,,Dentons
Law/Legal Services,,Freedman Anselmo Linberg LLC
Law/Legal Services,,Goldman & Grant
Law/Legal Services,,HEALTH CARE SERVICE CORPORATION 
Law/Legal Services,,Howard & Howard Attorneys PLLC
Law/Legal Services,,Institute for Justice
Law/Legal Services,,Jean Choi & Peter Zaldivar
Law/Legal Services,,"John C. Corrigan & Associates, LLC"
Law/Legal Services,,Katten Muchin Rosenman LLP
Law/Legal Services,,Kutak Rock LLP
Law/Legal Services,,"Linebarger, Goggan, Blair & Sampson"
Law/Legal Services,,Mark J. Kupiec & Associates
Law/Legal Services,,Markoff Law LLC
Law/Legal Services,,"McConkie, Kirton"
Law/Legal Services,,Neal Gerber & Eisenberg LLP
Law/Legal Services,,Nixon Peabody LLP
Law/Legal Services,,Pierce & Associates
Law/Legal Services,,"Quarles & Brady, LLP"
Law/Legal Services,,Reyes Kurson
Law/Legal Services,,talan and ktsanes
Law/Legal Services,,Talan & Ktsanes
Law/Legal Services,,TALAN&KTSANES
Law/Legal Services,,Uber
Law/Legal Services,,"Ungaretti & Harris,LLP"
Law/Legal Services,,Westfield Group
Law/Legal Services,,Wine and Spirit Distributors of IL (WSDI)
MANUFACTURING,,3M Corporation
MANUFACTURING,,Access Products Inc
MANUFACTURING,,A. Finkl & Sons
MANUFACTURING,,A Finkl & Sons Co.
MANUFACTURING,,A. Fink & Sons Co.
MANUFACTURING,,Allied Tube & Conduit
MANUFACTURING,,Altria Client Services Inc.
MANUFACTURING,,Altria Client Services Inc. and Its Affiliates
MANUFACTURING,,Altria Client Services LLC
