CLIENT INDUSTRY,CLIENT OTHER INDUSTRY,CLIENT NAME
MANUFACTURING,,Altria Client Servies Inc.
MANUFACTURING,,American Petroleum Institute
MANUFACTURING,,American Progressive Bag Alliance
MANUFACTURING,,Anheuser Busch Companies
MANUFACTURING,,Archer Daniels Midland Company
MANUFACTURING,,Astronics DME Corp.
MANUFACTURING,,Astronics DME Corporation
MANUFACTURING,,Barr Brands International
MANUFACTURING,,Blommer Chocolate Company
MANUFACTURING,,BP America
MANUFACTURING,,BSB Holdings LLC
MANUFACTURING,,BSB Holdings LLC Designated Series B
MANUFACTURING,,"Chemical Compositions c/o Sugar, Felsenthal, Grais & Hammer, LLP"
MANUFACTURING,,Chemical Compositions LLC
MANUFACTURING,,Chicago Department of Transportation (CDOT)
MANUFACTURING,,Chrysler Group LLC
MANUFACTURING,,"Chrysler Group, LLC"
MANUFACTURING,,"Cigar Association of America, Inc"
MANUFACTURING,,Clean Energy Fuels Corp.
MANUFACTURING,,Coca-Cola 
MANUFACTURING,,Colgate-Palmolive
MANUFACTURING,,CPMH Construction
MANUFACTURING,,Draeger Inc
MANUFACTURING,,Engineered Plastics Inc
MANUFACTURING,,"ESCO Lighting, Inc. "
MANUFACTURING,,Exxon Mobil Corp.
MANUFACTURING,,Federal Signal Corp.
MANUFACTURING,,Federal Signal Corporation
MANUFACTURING,,Finch's Beer Co.
MANUFACTURING,,Finkl & Sons
MANUFACTURING,,First Line Technology LLC
MANUFACTURING,,Focal Point
MANUFACTURING,,Ford Motor Company
MANUFACTURING,,Freedman Seating
MANUFACTURING,,General Iron Industries
MANUFACTURING,,General Motors LLC
MANUFACTURING,,"GOJO Industries, Inc"
MANUFACTURING,,Graffiti Resource Council
MANUFACTURING,,Growth Energy
MANUFACTURING,,Holcim (US) Inc.
MANUFACTURING,,Illinois Beverage Association
MANUFACTURING,,Illinois Manufacturers' Association
MANUFACTURING,,Illinois Petroleum Council
MANUFACTURING,,Impressions International Inc. 
MANUFACTURING,,Interstate Asphalt Corp.
MANUFACTURING,,"Johnson Diversey, Inc"
MANUFACTURING,,Kellogg Company
MANUFACTURING,,"Koch Companies Public Sector, LLC"
MANUFACTURING,,Kraft Foods
MANUFACTURING,,"K-Tech Specialty Coatings, Inc."
MANUFACTURING,,"Linko, Funk"
MANUFACTURING,,Marathon Petroleum Company
MANUFACTURING,,Marathon Petroleum Company LP (subsidiaries & affiliates)
MANUFACTURING,,MillerCoors LLC
MANUFACTURING,,Mondelez Global LLC
MANUFACTURING,,Nissan North America Inc.
MANUFACTURING,,"NJOY, Inc."
MANUFACTURING,,OCEM Acquisition Corp (DBA Multi Electric Manuf. Inc)
MANUFACTURING,,Optimo Holdings LLC
MANUFACTURING,,Pepsi Americas General Bottles
MANUFACTURING,,"PepsiCo., Inc"
MANUFACTURING,,Philips Lighting
MANUFACTURING,,Polara Engineering
MANUFACTURING,,Reliable Asphalt Company
MANUFACTURING,,Saab Sensis Corporation
MANUFACTURING,,Sara Lee Corp.
MANUFACTURING,,"Scientific Games International, Inc."
MANUFACTURING,,Sensus North America
MANUFACTURING,,"Sensys Networks, Inc."
MANUFACTURING,,Smeal Fire Apparatus Co.
MANUFACTURING,,"Sonia Beauty Salon, Inc."
MANUFACTURING,,South Chicago Packing Co
MANUFACTURING,,"Temco Machinery, Inc."
MANUFACTURING,,THE KRAFT HEINZ COMPANY
MANUFACTURING,,Thermo Fisher Scientific
MANUFACTURING,,"Unilever Illinois Manufacturing, LLC"
MANUFACTURING,,Universal Boot Inc
MANUFACTURING,,Universal Boot Inc.
MANUFACTURING,,"Vanquish Communications, LLC"
MANUFACTURING,,Vienna Beef Ltd
MANUFACTURING,,Vienna Sausage Manufacturing Co.
MANUFACTURING,,Watersaver Faucet Co.
MANUFACTURING,,Water Saver Faucet Co.
MARKETING & SALES,,"AirMall USA, Inc"
MARKETING & SALES,,AllVision
MARKETING & SALES,,Altria Client Services Inc.
MARKETING & SALES,,Altria Client Servies Inc.
MARKETING & SALES,,Altria Client Servies LLC
MARKETING & SALES,,Amazon
MARKETING & SALES,,Amazon.com
MARKETING & SALES,,"Boardwalk Capital Holdings, LTD."
MARKETING & SALES,,Breathable Baby LLC
MARKETING & SALES,,Career Builder LLC
MARKETING & SALES,,"CDM Media USA, Inc"
MARKETING & SALES,,Citgo Petroleum
MARKETING & SALES,,"City Outdoor, Inc."
MARKETING & SALES,,Clear Channel Airports
MARKETING & SALES,,Clear Channel Outdoor
MARKETING & SALES,,"Clear Channel Outdoor, Inc.,d/b/a Clear Channel Airports"
MARKETING & SALES,,Crescent Heights
MARKETING & SALES,,"Diageo North America, Inc."
MARKETING & SALES,,Fusion92
MARKETING & SALES,,Greendustries Corp.
MARKETING & SALES,,Image Media
MARKETING & SALES,,"Image Media Advertising, Inc"
MARKETING & SALES,,Insight Solutions Inc
MARKETING & SALES,,"Integrys Energy Services, Inc."
MARKETING & SALES,,"Interstate JC Decaux, LLC"
MARKETING & SALES,,"Interstate JCDecaux, LLC"
MARKETING & SALES,,"Interstate/JCDecaux , LLC "
MARKETING & SALES,,"Interstate/JCDecaux, LLC"
MARKETING & SALES,,"Interstate Outdoor Advertising, L.P."
MARKETING & SALES,,"JCDecaux Airport Chicago, LLC"
MARKETING & SALES,,"JCDecaux North America, Inc"
MARKETING & SALES,,"JCDecaux North America, Inc."
MARKETING & SALES,,JCDecaux SA
MARKETING & SALES,,Kraft Foods
MARKETING & SALES,,"KRAFT FOODS GROUP, INC."
MARKETING & SALES,,Metron-Farnier
MARKETING & SALES,,Mid-America Outdoor Advertising
MARKETING & SALES,,OTG Concession Management
MARKETING & SALES,,"Paladin Marketing Resources, Inc"
MARKETING & SALES,,Paradies Shops Inc
MARKETING & SALES,,Precision Dialogue Direct / Northwest Mailing
MARKETING & SALES,,RAI Services Co.
MARKETING & SALES,,RAI Services Company
MARKETING & SALES,,"Rick Levin & Associates, Inc."
MARKETING & SALES,,Safe Harbor Energy Resources
MARKETING & SALES,,Salesforce
MARKETING & SALES,,"South Water Signs, LLC"
MARKETING & SALES,,THE KRAFT HEINZ COMPANY
MARKETING & SALES,,The Leonis Group
MARKETING & SALES,,"the marketing store worldwide, L.P."
MARKETING & SALES,,"The Paradies Shops, Inc."
MARKETING & SALES,,Titan Outdoor LLC
MARKETING & SALES,,Total Outdoor
MARKETING & SALES,,"View Chicago, LLC"
MEDIA,,"1119 W. Webster Restaurant, LLC"
MEDIA,,Chicago Access Corp.
MEDIA,,Chicago Film Studio LLC
MEDIA,,Clear Channel Airports
MEDIA,,Clear Channel Outdoor
MEDIA,,"Clear Channel Outdoor, Inc. d/b/a/ Clear Channel Airports"
MEDIA,,Direct TV
MEDIA,,"DirecTV, Inc."
MEDIA,,Dish Network
MEDIA,,Dish Network LLC
MEDIA,,"Interstate JC Decaux, LLC"
MEDIA,,"Interstate JCDecaux, LLC"
MEDIA,,"Interstate/JCDecaux , LLC "
MEDIA,,"Interstate/JCDecaux, LLC"
MEDIA,,"Interstate Outdoor Advertising, LP"
MEDIA,,"Interstate Outdoor Advertising, L.P."
MEDIA,,"JCDecaux Airport Chicago, LLC"
MEDIA,,"JCDecaux Chicago, LLC"
MEDIA,,"JCDecaux North America, Inc"
MEDIA,,JCDecaux SA
MEDIA,,"JEM Group, LLC"
MEDIA,,Newsweb Corp
MEDIA,,Outfront Media LLC
MEDIA,,OutSelling Inc.
MEDIA,,Public Media Institute
MEDIA,,"Radiant Outdoor, LLC"
MEDIA,,Satelite Broadcasting & Communications Assoc.
MEDIA,,Satellite Broadcasting & communications Assoc.
MEDIA,,"South Water Signs, LLC"
MEDIA,,Titan Outdoor LLC
MEDIA,,Tribune Company
MEDIA,,"Van Wagner Chicago, LLC"
MEDIA,,Van Wagner Outdoor
MEDIA,,Vector Media
MEDIA,,View Chicago LLC
MEDIA,,"View Chicago, LLC"
OTHER,Condominium Association,1300 North Lake Shore Drive Condominium Association
OTHER,Property Management,230 West Monroe Associates Property LLC
OTHER,,230 West Monroe Associates Property LLC
OTHER,On File with BOE,6060 N. Northwest Hwy LLC
OTHER,On File with BOE,Acacia Financial
OTHER,Independent Financial Advisor,Acacia Financial Group
OTHER,Independent Financial Advisor,"Acacia Financial Group, Inc."
OTHER,,Accounting Principals Inc
OTHER,employment agency,Accounting Principals Inc
OTHER,Personal Service,Acqua Ancient Baths Chicago d/b/a Aire Ancient Bath Chicago
OTHER,Employment Services,Adecco North America
OTHER,temporary employment agency,Adecco North America
OTHER,employment agency,Adecco North America
OTHER,Government Affairs,"Alexander & Borovicka Government Solutions, LLC"
OTHER,Trade Association,Alliance of Automobile Manufacturers
OTHER,Secuirty Services,Allpoints Security and Detective Inc
OTHER,General Administration Law issues,Amazon
OTHER,,Ameresco Inc
OTHER,consumer products and services,American Express
OTHER,consumer products & services,American Express
OTHER,On File with BOE,"American International Group, INC (AIG)"
OTHER,Oil and Natural Gas,American Petroleum Institute
OTHER,On File with BOE,"AmeriCash Loans, LLC"
OTHER,consumer lending,"AmeriCash Loans, LLC"
OTHER,Investment Firm,"Andell, Inc. "
OTHER,On File with BOE,Aon Corporation
OTHER,Computer utilization in education,Apple Inc. 
OTHER,Computer Utilization in Education,Apple Inc. 
OTHER,On File with BOE,Aramark
OTHER,,ArborJet
OTHER,Agriculture,Archer Daniels Midland
OTHER,,Archer Daniels Midland Company
OTHER,"Food processing, commodities trading",Archer Daniels Midland Company
OTHER,Safety Products,ARC Ladder Light LLC.
OTHER,On File with BOE,Argo Tea
OTHER,On File with BOE,Arnold Scott Harris PC
OTHER,safety,A Safe Haven
OTHER,Vehicle rental,"Avis Budget Group, Inc"
OTHER,Vehicle Rental,"Avis Budget Group, Inc"
OTHER,Brewery,Baderbrau
OTHER,On File with BOE,"Baker Tilly Virchow Karuse, LLP"
OTHER,On File with BOE,"Bank of America Corp.%2f Bank of America,NA"
OTHER,On File with BOE,Bank of America NA
OTHER,On File with BOE,"Banks, James "
OTHER,On File with BOE,Barclays Capital Inc
OTHER,On File with BOE,Barr Management
OTHER,Food Products,"Beef Products, Inc"
OTHER,construction,Benchmark
OTHER,Construction ,Benchmark
OTHER,On File with BOE,"Bennett, Eugene L."
OTHER,On File with BOE,Berghoff Catering & Restaurant Group
OTHER,Retirement Home Association,Bethesda Home and Retirement Center
OTHER,retirement home,Bethesda Home and Retirement Center
OTHER,retirement home,Bethesda Rehab and Senior Care
OTHER,Retirement home,Bethesda Rehab and Senior Care
OTHER,On File with BOE,Blaylock Robert Van LLC
OTHER,On File with BOE,BMO Capital Markets GKST
OTHER,On File with BOE,BMO Harris Bank NA
OTHER,Consulting,Bowman Consulting
OTHER,Energy (oil) production and distribution,BP America
OTHER,"Energy production, distribution and marketing",BP America
OTHER,Energy,BP America
OTHER,Energy,BP Corporation North America iNC.
OTHER,Energy,BP Corporation North America Inc.
OTHER,Assisted Living ,Bridgecare LLC 
OTHER,Assited Living,Bridgecare LLC 
OTHER,Senior Housing,Bryn Mawr Care 
OTHER,Advocacy on Behalf of Property Managers and Owners,Building Owners & Managers Assoc. of Chicago (BOMA)
OTHER,Advocacy on behalf of Property Managers and Owners,Building Owners & Managers Assoc. of Chicago (BOMA)
OTHER,On File with BOE,"Cabrera Capital Markets, LLC"
OTHER,On File with BOE,CA Inc
OTHER,Railway,Canadian National Railway
OTHER,Railroad,Canadian National Railway
OTHER,Aviation,"Capital 99, LLC"
OTHER,,"Capitol Consulting Group Illinois, LLC"
OTHER,Lobbying and Legislative Consulting Firm,"Capitol Consulting Group Illinois, LLC"
OTHER,Lobbying Firm,"Capitol Consulting Group Illinois, LLC"
OTHER,Online Job Site,CareerBuilder
OTHER,online job site,CareerBuilder
OTHER,online job site,Career Builder LLC
OTHER,condo association,Carl Sandburg Village Condominium Association #7 a/k/a James Kilmer Condo Association
OTHER,,Carl Sandburg Village Condominium Association #7 a/k/a James Kilmer Condo Association
OTHER,Consulting,"CCS International, Inc"
OTHER,Program/Cost Management,"CCS International, Inc"
OTHER,Professional Services,"CCS International, Inc."
OTHER,diversified holding company,Cedar Street Companies
OTHER,On File with BOE,Chapman & Cutler
OTHER,Nursery,Charles J. Fiore Nursery Company
OTHER,Environmental parts washers & supplies,ChemFree
OTHER,REALTY,Chicago Association of REALTORS
OTHER,Beer Distribution,"Chicago Beverage Systems, L.L.C."
OTHER,,Chicago Cubs Baseball Club LLC
OTHER,Baseball Organization,"Chicago Cubs Baseball Club, LLC"
OTHER,,Chicago Horticultural Society
OTHER,sports,Chicago Indoor Soccer
OTHER,non-profit membership/business association,Chicagoland Chamber of Commerce
OTHER,,Chicagoland Chamber of Commerce
OTHER,membership organization (non-profit),Chicagoland Chamber of Commerce
OTHER,Non-profit,Chicagoland Chamber of Commerce
OTHER,Nonprofit; membership organization,Chicagoland Chamber of Commerce
OTHER,business community,Chicagoland Chamber of Commerce
OTHER,,Chicagolane Chamber of Commerce
OTHER,Parking Garages,Chicago Loop Parking
OTHER,,Chicago Loop Parking
OTHER,,"Chicago Mercantile Exchange, Inc."
OTHER,,Chicago Near North Soccer LLC
OTHER,On File with BOE,Chicago Neighborhood Initiatives
OTHER,,Chicago Neighborhood Initiatives
OTHER,community development,"Chicago Neighborhood Initiatives, Inc."
OTHER,Parking Meters,Chicago Parking Meters LLC
OTHER,Property Owner/Self Storage Business,Chicago Self Storage
OTHER,Property Owner Self Storage Business,Chicago Self Storage
OTHER,On File with BOE,"Chik-Fil-A, Inc"
OTHER,,"Children's Academy of America, LLC d%2fb%2fa Little Green Tree House"
OTHER,Landscaping ,Christy Webber Landscapes
OTHER,,Christy Webber Landscapes
OTHER,landscape services,Christy Webber Landscapes
OTHER,Tobacco,Cigar Assn. of America
OTHER,,Cigar Assn. of America
OTHER,Cigar Tobacco,Cigar Assn. of America
OTHER,tobacco,Cigar Assn. of America
OTHER,Association of cigar manufacturers,Cigar Assn. of America
OTHER,,Cindy Chung
OTHER,On File with BOE,"Citibank, NA"
OTHER,On File with BOE,Citigroup Alternative Investments LLC
OTHER,On File with BOE,Citigroup Global Markets Inc.
OTHER,,City Escape
OTHER,On File with BOE,City Winery
OTHER,,Clean Energy Fuels Corp.
OTHER,Advertising,Clear Channel Airports
OTHER,Torrefaction Technology,"Cloonacanna Company, LLC"
OTHER,Maintenance/ Cleaning,Clorica Management Corp
OTHER,Beverage Industry ,Coca-Cola 
OTHER,,Collateral Trustee Inc
OTHER,Municipal Financial Advisory,"Columbia Capital Management, LLC"
OTHER,Housing,Community Blight Solutions
OTHER,,"Compass Group USA, Inc"
OTHER,Energy,Constellation
OTHER,Beer,Constellation Brands Beer Division
OTHER,Energy,Constellation Energy Group
OTHER,Beer/Wine/Spirits,Crown Imports
OTHER,On File with BOE,Crown Imports
OTHER,,Custom Strains
OTHER,Medical Marajuana,Custom Strains
OTHER,Hotel and Restaurant,"Dana Hotel, LLC"
OTHER,Liquor Store,Danny's Liquor
OTHER,,"Darlington Hotel, LLC"
OTHER,On File with BOE,D Augustine LLC
OTHER,On File with BOE,Delaware North Companies
OTHER,On File with BOE,Dell
OTHER,On File with BOE,Deloitte Consulting LLP
OTHER,Auto Dealership Group,"Delta Real Estate Holdings, LLC"
OTHER,On File with BOE,Deutsche Bank National Trust Co.
OTHER,Consumer Goods (Liquor),"Diageo North America, Inc."
OTHER,Liquor Distribution,"Diageo North America, Inc."
OTHER,Collections,Digitech Computer Inc
OTHER,Auto Dealership Group,DP Fox
OTHER,On File with BOE,DRW Trading Group
OTHER,On File with BOE,Duncan-Williams Inc
OTHER,Elections,Election Systems and Software
OTHER,Software,Election Systems and Software
OTHER,On File with BOE,"Election Systems & Softward, LLC"
OTHER,On File with BOE,Electric Knowledge Interchange
OTHER,Liquor Store,Elias Abuelizam
OTHER,Eli Lilly and Company,Eli Lilly and Company
OTHER,pharmaceutical manufacturing/life sciences/animal health,Eli Lilly and Company
OTHER,,EMCO Development Co
OTHER,,EMCO Development Co./ Ed McMahon
OTHER,,EnerNOC Inc
OTHER,On File with BOE,ENVISTA
OTHER,district cooling plant,Enwave Chicago
OTHER,Chilled Water Distribution,Enwave Chicago
OTHER,On File with BOE,"Estrada Hinojosa & Company, Inc"
OTHER,On File with BOE,"Euro Star Cafe, Inc"
OTHER,Energy/Utilities,"Exelon Generation Company, LLC"
OTHER,Energy,Exelon Generation - Constellation Energy
OTHER,merican-based parent company to several global online travel brands,"Expedia, Inc."
OTHER,,"EZPAWN, Illinois, Inc"
OTHER,On File with BOE,Factory
OTHER,On File with BOE,"Fakhoury, Khaldoun"
OTHER,Community Organization,Far South CDC
OTHER,Logistics,FedEx Corp
OTHER,Office Services and Logistics,FedEx Corp
OTHER,,FedEx Corp
OTHER,On File with BOE,Feld Entertainment
OTHER,General Contractor,FH Paschen
OTHER,Construction ,FH Paschen
OTHER,General Contractor ,FH Paschen
OTHER,On File with BOE,Fifth Third Bank
OTHER,Church,First Unitarian Church of Chicago
OTHER,Automotive,Fletcher Jones Management Group 
OTHER,Management Co.,Friedman Properties
OTHER,,Gaming & Entertainment Management Illinois LLC
OTHER,Paving,G A Paving L.L.C.
OTHER,employment agency,"Garelli Wong & Associates, Ince"
OTHER,temporary employment agency,"Garelli Wong & Associates, Ince"
OTHER,food service,Gategroup Americas
OTHER,food service ,Gategroup Americas
OTHER,,Gategroup Americas
OTHER,,GCA Services Group
OTHER,Infrastructure,General Electric Company
OTHER,On File with BOE,George K. Baum & Co.
OTHER,CONSTRUCTION MGMT.,Gilbane Building Co.
OTHER,CONSTRUCTION MANAGEMENT,Gilbane Building Co.
OTHER,Building Management,"GlenStar Asset Management, LLC"
OTHER,"Real estate management, commercial and construction",GNP Reality Partners
OTHER,On File with BOE,Gold Coast Tickets
OTHER,On File with BOE,Goldman & Grant
OTHER,On File with BOE,"Goldman Sachs Asset Management, LP"
OTHER,On File with BOE,"Goldman, Sachs & Co"
OTHER,vend foot massage to benefit air travelers health,"Good Vibrations, LLC"
OTHER,Agriculture,Gotham Greens Farms
OTHER,Co Op,Greenview Building Corporation
OTHER,Restaurant Supply Business,Grocery Boy LLC  
OTHER,,Grocery Boy LLC  
OTHER,Ethanol,Growth Energy
OTHER,Ethanol Retailer,Growth Energy
OTHER,,H2O Infrastructure Inc.
OTHER,Taxi Service,HailO Network Inc.
OTHER,Taxi Dispatch,HailO Network Inc.
OTHER,On File with BOE,Harvestons Securities Inc
OTHER,On File with BOE,Haverstons Securities Inc
OTHER,Car Rental,Hertz Rental Car Corporation
OTHER,Car Rental Concessions,Hertz Rental Car Corporation
OTHER,Automobile Rental,Hertz Rental Car Corporation
OTHER,Development of area near Wrigley Field,Hickory Street Development LLC
OTHER,On File with BOE,Hilton Worldwide
OTHER,Control Solutions,Honeywell International
OTHER,Performance Contracting,Honeywell International
OTHER,performance contracting,Honeywell International
OTHER,Systems,Honeywell International
OTHER,,Honeywell International
OTHER,On File with BOE,Hospitality Business Assoc of Chicago
OTHER,On File with BOE,Howard & Howard Attorneys PLLC
OTHER,,Hoyne Avenue Corp.
OTHER,On File with BOE,HP (Hewlett Packard)
OTHER,Development and operations in area near Wrigley Field,HSC Plaza and Building Operations LLC
OTHER,On File with BOE,IL Hotel & Lodging Association
OTHER,Business advocacy,Illinois Chamber of Commerce
OTHER,,Illinois Chamber of Commerce
OTHER,Oil and Natural Gas,Illinois Petroleum Council
OTHER,On File with BOE,Incapital LLC
OTHER,,"Independent Mechanical Industries, Inc."
OTHER,Public Interest advocate for economic liberty,Institute for Justice
OTHER,energy marketer,Integrys Energy Services
OTHER,On File with BOE,Intermedix Corp
OTHER,Parking,InterPark Incorporated
OTHER,Parking Garage,InterPark Incorporated
OTHER,Billboards,"Interstate JCDecaux, LLC"
OTHER,,IPT LLC
OTHER,BOOTING,IPT LLC
OTHER,BOOTING TECHNOLOGY FIRM,IPT LLC
OTHER,Booting firm,IPT LLC
OTHER,Massage Establishment,Irene Petri
OTHER,Personal care service (barber),Iron Heritage LLC
OTHER,On File with BOE,JAM Productions
OTHER,,"J.B. Hunt Transport Services, Inc. "
OTHER,Street Furniture advertising,"JCDecaux Chicago, LLC"
OTHER,Street Furniture,J C Decaux NA
OTHER,Billboards,"JCDecaux North America, Inc"
OTHER,Advertising,"JCDecaux North America, Inc"
OTHER,Transportation/Street Furniture,"JCDecaux North America, Inc."
OTHER,,JDI%2fJohnson Controls Inc.
OTHER,On File with BOE,Jefferies & Company Inc
OTHER,On File with BOE,"J.J.B. Hilliard, W.L. Lyons LLC"
OTHER,,JMC Steel Group
OTHER,,"Johnson Controls, Inc"
OTHER,Auto Body Repair Shop,"John's Service Center, Inc"
OTHER,Auto Repair Shop,"John's Service Center, Inc"
OTHER,"Obtain Zoning Amendment for property located 4744 S. Damen Ave., Chicago, IL",Jorge Prado
OTHER,Metal & Iron Establishment,JP Metals
OTHER,On File with BOE,JP Morgan Chase
OTHER,On File with BOE,"J. P. Morgan Chase Bank, NA"
OTHER,On File with BOE,"JP Morgan Chase Bank, NA"
OTHER,On File with BOE,JPMorgan Securities Inc.
OTHER,On File with BOE,JP Morgan Securities LLC
OTHER,,Kaisha Dear
OTHER,On File with BOE,Katten Muchin Rosenman LLP
OTHER,On File with BOE,"KeyBanc Capital Markets, Inc"
OTHER,On File with BOE,KeyBank National Association
OTHER,Energy,"Koch Companies Public Sector, LLC and Affiliates"
OTHER,Business,"Koch Companies Public Sector, LLC and Affiliates"
OTHER,energy,"Koch Companies Public Sector, LLC and Affiliates"
OTHER,On File with BOE,"Kopa De Oro, Inc. %2f Jorge Garcia"
OTHER,"Audit, Tax and Advisory",KPMG LLP
OTHER,,KPMG LLP
OTHER,Internal Audit,KPMG LLP
OTHER,Public Accounting,KPMG LLP
OTHER,"Audit, Tax, and Advisory Services",KPMG LLP
OTHER,On File with BOE,KPMG LLP
OTHER,Audit Services,KPMG LLP
OTHER,Professional services - internal audit,KPMG LLP
OTHER,"Audit, Tax & advisory",KPMG LLP
OTHER,Financial Advisory Services,"KPMG, LLP"
OTHER,workforce management,"Kronos, Inc"
OTHER,On File with BOE,"Kutack Rock, LLP"
OTHER,Employment Agency,"Labor Temps West, Inc."
OTHER,Tax Income Program for Low Income Families,Ladder Up
OTHER,On File with BOE,Ladder Up
OTHER,BREWERY,LAGUNITAS BREWING COMPANY
OTHER,aviation consulting,Landrum & Brown
OTHER,Parking Services,"LAZ Parking Chicago, LLC"
OTHER,On File with BOE,Lebenthal & Co LLC
OTHER,Real Estate Developer,"Lexington Homes, LLC "
OTHER,"Sales, Installation and repair of Truck Bodies, Equipment & Accessories","Lindco Equipment Sales, Inc"
OTHER,On File with BOE,"Live Nation Worldwide, Inc. (FKA Clear Channel Entertainment)"
OTHER,Housing Construction,L&MC Investments LLC
OTHER,Infrastructure ,"LMG2, LLC"
OTHER,On File with BOE,"Loop Capital Markets, LLC"
OTHER,Tobacco Industry,Lorillard inc
OTHER,Manufacture & Distribution of Tobacco Products,Lorillard Tobacco
OTHER,Parking Facilities,L & R Parking
OTHER,,L & R Parking
OTHER,,LumQuest
OTHER,On File with BOE,"Macquarie Infrastructure and Real Assets, Inc"
OTHER,,Mark J. Fary
OTHER,Lobbyist,Mark J. Fary
OTHER,On File with BOE,Markoff Krasny LLC
OTHER,On File with BOE,"MB Financial Bank, N.A."
OTHER,Construction,McDonagh Demolition 
OTHER,On File with BOE,Mc Donald's Corp.
OTHER,On File with BOE,McDonald's Corp.
OTHER,,McGladrey & Pullen LLP
OTHER, Dairy Distribution Industry ,McMahon Food Corporation
OTHER,Medicinal Marijuana,"Medbox, Inc"
OTHER,On File with BOE,Melvin and Company LLC
OTHER,On File with BOE,"Merrill Lynch, Pierce, Fenner, & Smith Inc."
OTHER,On File with BOE,Mesirow Financial
OTHER,On File with BOE,"Mesirow Financial, Inc"
OTHER,Interpreting and Language Access Compliance Solutions,Metaphrasis Language and Cultural Solutions
OTHER,On File with BOE,Metropolitan Pier and Exposition Authority
OTHER,Real Estate,M. Fishman & Co.
OTHER,On File with BOE,Microsoft Corporation
OTHER,On File with BOE,Middlefork Capital LLC
OTHER,Transfer Station,Midway Transfer & Recycling
OTHER,Gaming,"Midwest Gaming & Entertainment, LLC"
OTHER,Electric Power Generation,Midwest Generation
OTHER,Electric Power Generation,Midwest Generation EME LLC
OTHER,Electric Power Generation,"Midwest Generation EME, LLC"
OTHER,On File with BOE,Migdal Law Group LLP
OTHER,On File with BOE,Millennium Park Joint Venture LLC c%2fo Park Grill Food Services
OTHER,Public Parking ,"Milwaukee Avenue Parking, LLC"
OTHER,,"Miribis of Chicago, LLC"
OTHER,staffing agency,Modis Inc
OTHER,,Modis Inc
OTHER,Manufacture & Distribute Energy Drinks,Monster Energy Company
OTHER,Manufacture and distribution of energy drink,Monster Energy Company
OTHER,Manufacturer & Distributor of Energy Drinks,Monster Energy Company
OTHER,,Monster Energy Company
OTHER,Manufacture and Distribution of Energy Drink,Monster Energy Company
OTHER,Security,"Monterrey Security Consultants, Inc."
OTHER,Security Services,"Monterrey Security Consultants, Inc."
OTHER,On File with BOE,"Moore, Thomas "
OTHER,On File with BOE,Morgan Keegan & Co. Inc
OTHER,Industrial Laundry,"Morgan Services, Inc."
OTHER,On File with BOE,Morgan Stanley  & Co. LLC
OTHER,On File with BOE,"Morgan Stanley & Co, LLC"
OTHER,On File with BOE,Morgan Stanley & Co. LLC
OTHER,Public Safety Communications,Motorola Solutions
OTHER,On File with BOE,Museum of Contemporary Art
OTHER,On File with BOE,Museums in the Park
OTHER,Elevator Industry,"National Elevator Industry, Inc."
OTHER,Museum,National Museum of Health + Medicine Chicago
OTHER,Consulting,National Strategies
OTHER,On File with BOE,"Neal, Gerber & Eisenberg, LLP"
OTHER,Retail Food & drug,New Albertsons d/b/a Jewel-Osco
OTHER,Collections,"Nivi USA, Inc."
OTHER,,"NJB Operations, Inc."
OTHER,On File with BOE,Noam LLC
OTHER,On File with BOE,"North Coast Music Group, Inc"
OTHER,,Northern Illinois Sprinkler Advisory Board
OTHER,Non-Profit Organization,Northern Illinois Sprinkler Advisory Board
OTHER,On File with BOE,Northern Trust Corporation
OTHER,Various businesses,"Northside Entertainment Holdings, LLC"
OTHER,Retirement Home Association,Norwegian Lutheran Bethesda Home Assoc.
OTHER,retirement home,Norwegian Lutheran Bethesda Home Assoc.
OTHER,Gas Line Constructors,NPL Construction Co. 
OTHER,Energy ,"NRG Energy, Inc."
OTHER,Energy Production,"NRG Energy, Inc."
OTHER,On File with BOE,"NT DATA, Inc"
OTHER,Barber Shop,"Old Town Barber Shop, Inc"
OTHER,Chamber of Commerce,Old Town Merchants and Residents Association
OTHER,,Oliver Valenzuela
OTHER,On File with BOE,Oracle
OTHER,Outdoor Advertising,Outfront Media
OTHER,Advertising,Outfront Media LLC
OTHER,On File with BOE,Pace
OTHER,employment agency,"Paladin Marketing Resources, Inc"
OTHER,Food Services,Paradies Shops
OTHER,Automobile Parking,Park Ride Fly USA
OTHER,Dog Agility School,Patricia and Raul Murguia
OTHER,Sog Agility School,Patricia and Raul Murguia
OTHER,On File with BOE,Peninsula Hotel
OTHER,,"Perillo, Joe "
OTHER,Lighting,Philips Lighting
OTHER,On File with BOE,Philips Lighting
OTHER,Lighting,Philips Lighting North America Corp
OTHER,Health & Fitness,Planet Fitness
OTHER,On File with BOE,PLS Financial
OTHER,On File with BOE,PNC Bank
OTHER,On File with BOE,PNC Capital Markets LLC
OTHER,On File with BOE,Pooh-Bah Enterprises Inc
OTHER,On File with BOE,Potbelly Sandwich Works
OTHER,Construction,Powers and Sons Construction
OTHER,consulting,PricewaterhouseCoopers LLP
OTHER,Consulting,PricewaterhouseCoopers LLP
OTHER,Business Consulting,PricewaterhouseCoopers LLP
OTHER,Consulting and Other Business Services,PricewaterhouseCoopers LLP
OTHER,Consultant,PricewaterhouseCoopers LLP
